OFFICE TYPE	SITE NAME	ADDRESS	SUBURB	STATE	POSTCODE	LATITUDE	LONGITUDE	Geo Coordinate
Agent	Gatton	14 Crescent Street	GATTON	QLD	4343	-27.555	152.2769	-27.555;152.2769
Agent	Esk	Ipswich Street	ESK	QLD	4312	-27.23929	152.4211	-27.23929;152.4211
Agent	Miles	73a Murilla Street	MILES	QLD	4415	-26.6651	150.1844	-26.6651;150.1844
Agent	Chinchilla	5 Mayne Street	CHINCHILLA	QLD	4413	-26.7396	150.6266	-26.7396;150.6266
Agent	Tara	49 Day Street	TARA	QLD	4421	-27.2765	150.4609	-27.2765;150.4609
Agent	Dirranbandi	35 Railway Street	DIRRANBANDI	QLD	4486	-28.5852	148.2252	-28.5852;148.2252
Agent	Cunnamulla	38 Stockyard Street	CUNNAMULLA	QLD	4490	-28.071096	145.685122	-28.071096;145.685122
Agent	Inglewood	53 Albert Street	INGLEWOOD	QLD	4387	-28.4167	151.079	-28.4167;151.079
Agent	Texas	40 High Street	TEXAS	QLD	4385	-28.8549	151.167	-28.8549;151.167
Agent	St George	88-90 The Terrace	ST GEORGE	QLD	4487	-28.038017	148.576929	-28.038017;148.576929
Agent	Wallaga Lake	13 Umbarra Road	WALLAGA LAKE	NSW	2546	-36.3541	150.069	-36.3541;150.069
Agent	Jindabyne	Kosciusko Rd	JINDABYNE	NSW	2627	-36.4188	148.6173	-36.4188;148.6173
Agent	Wreck Bay	Wreck Bay Village	WRECK BAY	NSW	2540	-35.165929	150.691554	-35.165929;150.691554
Agent	Gundagai	255 Sheridan Street	GUNDAGAI	NSW	2722	-35.0637	148.1062	-35.0637;148.1062
Agent	Narrandera	84 Audley Street	NARRANDERA	NSW	2700	-34.744	146.551	-34.744;146.551
Agent	Crookwell	48 Denison Street	CROOKWELL	NSW	2583	-34.4565	149.4668	-34.4565;149.4668
Agent	Eden	Cnr Mitchell & Mlay St	EDEN	NSW	2551	-37.0622	149.9051	-37.0622;149.9051
Agent	Tumbarumba	10 Bridge Street	TUMBARUMBA	NSW	2653	-35.7772	148.0099	-35.7772;148.0099
Agent	Lake Cargelligo	30 Foster Street	LAKE CARGELLIGO	NSW	2672	-33.298908	146.370322	-33.298908;146.370322
Agent	Murrin Bridge	23 Nyampa St	MURRIN BRIDGE	NSW	2672	-33.213446	146.372638	-33.213446;146.372638
Agent	West Wyalong	Court Street	WEST WYALONG	NSW	2671	-33.92349	147.205201	-33.92349;147.205201
Agent	Temora	221-225 Hoskins Street	TEMORA	NSW	2666	-34.4462	147.5332	-34.4462;147.5332
Agent	Cootamundra	148 Parker Street	COOTAMUNDRA	NSW	2590	-34.6418	148.0243	-34.6418;148.0243
Agent	Junee	29 Belmore Street	JUNEE	NSW	2663	-34.8706	147.5849	-34.8706;147.5849
Agent	Hay	204-216 Lachlan Street	HAY	NSW	2711	-34.5125	144.8467	-34.5125;144.8467
Agent	Grenfell	Camp Street	GRENFELL	NSW	2810	-33.8966	148.1604	-33.8966;148.1604
Agent	Picton	62-64 Menangle Street	PICTON	NSW	2571	-34.169	150.612	-34.169;150.612
Agent	Queenstown	9-13 Driffield Street	QUEENSTOWN	TAS	7467	-42.082	145.5599	-42.082;145.5599
Agent	St Helens	65 Cecilia Street	ST HELENS	TAS	7216	-41.3226	148.2441	-41.3226;148.2441
Agent	Dover	Huon Highway	DOVER	TAS	7117	-43.3138	147.0161	-43.3138;147.0161
Agent	Sheffield	64 High Street	SHEFFIELD	TAS	7306	-41.3824	146.3246	-41.3824;146.3246
Agent	Nubeena	1614 Nubeena Rd	NUBEENA	TAS	7184	-43.1051	147.7437	-43.1051;147.7437
Agent	Smithton	134 Nelson Street	SMITHTON	TAS	7330	-40.8424	145.1233	-40.8424;145.1233
Agent	Beaconsfield	West Street	BEACONSFIELD	TAS	7270	-41.2011	146.8139	-41.2011;146.8139
Agent	George Town	16-18 Anne St	GEORGE TOWN	TAS	7253	-41.10296	146.82352	-41.10296;146.82352
Agent	New Norfolk	14 Bathurst St	NEW NORFOLK	TAS	7140	-42.7802	147.0631	-42.7802;147.0631
Agent	Scottsdale	51 King Street	SCOTTSDALE	TAS	7260	-41.1581	147.5169	-41.1581;147.5169
Agent	Rosebery	12 Agnes Street	ROSEBERY	TAS	7470	-41.7805	145.5406	-41.7805;145.5406
Agent	Deloraine	8 Emu Bay Road	DELORAINE	TAS	7304	-41.5248	146.6569	-41.5248;146.6569
Agent	St Arnaud	85 Napier Street	ST ARNAUD	VIC	3478	-36.6143	143.2572	-36.6143;143.2572
Agent	Balranald	95 Court Street	BALRANALD	NSW	2715	-34.6404	143.563	-34.6404;143.563
Agent	Castlemaine	65 Templeton Street	CASTLEMAINE	VIC	3450	-37.0638	144.2183	-37.0638;144.2183
Agent	Dareton	51 Sturt Place	DARETON	NSW	2717	-34.0947	142.0446	-34.0947;142.0446
Agent	Kerang	3 Scoresby Street	KERANG	VIC	3579	-35.73313	143.919721	-35.73313;143.919721
Agent	Kyneton	47 High Street	KYNETON	VIC	3444	-37.2479	144.4535	-37.2479;144.4535
Agent	Robinvale	68-72 Herbert Street	ROBINVALE	VIC	3549	-34.587401	142.774653	-34.587401;142.774653
Agent	Ballan	143 Inglis Street	BALLAN	VIC	3342	-37.60021	144.228116	-37.60021;144.228116
Agent	Mortlake	103 Dunlop St	MORTLAKE	VIC	3272	-38.0809	142.8067	-38.0809;142.8067
Agent	Wedderburn	24 Wilson Street	WEDDERBURN	VIC	3518	-36.4188	143.6124	-36.4188;143.6124
Agent	Beaufort	72 Neill Street	BEAUFORT	VIC	3373	-37.4288	143.3836	-37.4288;143.3836
Agent	Dunolly	109 Broadway Street	DUNOLLY	VIC	3472	-36.8586	143.7305	-36.8586;143.7305
Agent	Camperdown	158 Manifold Street	CAMPERDOWN	VIC	3260	-38.2326	143.1488	-38.2326;143.1488
Agent	Lorne	Mountjoy Parade	LORNE	VIC	3232	-38.540894	143.975152	-38.540894;143.975152
Agent	Daylesford	13 Hospital Street	DAYLESFORD	VIC	3460	-37.3372	144.1438	-37.3372;144.1438
Agent	Donald	31 Woods Street	DONALD	VIC	3480	-36.3701	142.9817	-36.3701;142.9817
Agent	Edenhope	49 Elizabeth Street	EDENHOPE	VIC	3318	-37.03636	141.289887	-37.03636;141.289887
Agent	Nhill	47 Nelson Street	NHILL	VIC	3418	-36.3324	141.6505	-36.3324;141.6505
Agent	Apollo Bay	75 Mc Lachlan St	APOLLO BAY	VIC	3233	-38.7538	143.6641	-38.7538;143.6641
Agent	Warracknabeal	63-65 Scott Street	WARRACKNABEAL	VIC	3393	-36.25505	142.396204	-36.25505;142.396204
Agent	Casterton	79 Henty Street	CASTERTON	VIC	3311	-37.586719	141.403143	-37.586719;141.403143
Agent	Heathcote	55 Hospital Street	HEATHCOTE	VIC	3523	-36.92057	144.707122	-36.92057;144.707122
Agent	Charlton	High Street	CHARLTON	VIC	3525	-36.2681	143.3494	-36.2681;143.3494
Agent	Christmas Island	43a Gaze Road Settlement	CHRISTMAS ISLAND	WA	6798	-10.437	105.6658	-10.437;105.6658
Agent	Cocos Islands	Jalan Bunga Mawar	HOME ISLAND COCOS (KEELING) ISLANDS	WA	6799	-12.1164	96.89717	-12.1164;96.89717
Agent	Burringurrah	Burringurrah Community	MEEKATHARRA	WA	6642	-24.650387	116.931962	-24.650387;116.931962
Agent	Yandeyarra	Mugarinya Community	SOUTH HEDLAND	WA	6722	-21.283981	118.403422	-21.283981;118.403422
Agent	Parnngurr	Parngurr Cotton Creek Community	NEWMAN	WA	6753	-22.815984	122.600402	-22.815984;122.600402
Agent	Norseman	88 - 92 Prinsep Street	NORSEMAN	WA	6443	-32.197	121.7806	-32.197;121.7806
Agent	Dongara	11 Moreton Terrace	DONGARA	WA	6525	-29.251	114.931	-29.251;114.931
Agent	Jurien Bay	96 Bashford Street	JURIEN BAY	WA	6516	-30.3062	115.0383	-30.3062;115.0383
Agent	Kalbarri	Lot 535 Hackney Street	KALBARRI	WA	6536	-27.7118	114.1655	-27.7118;114.1655
Agent	Wiluna	41 Wotton Street	WILUNA	WA	6646	-26.596878	120.225597	-26.596878;120.225597
Agent	Mullewa	25 Jose Street	MULLEWA	WA	6630	-28.539771	115.506795	-28.539771;115.506795
Agent	Tom Price	"Lot 2, Stadium Road"	TOM PRICE	WA	6751	-22.6936	117.7927	-22.6936;117.7927
Agent	Yalgoo	24 Gibbons Street	YALGOO	WA	6635	-28.3398	116.6789	-28.3398;116.6789
Agent	Mt Barker	1 Lowood Road	MOUNT BARKER	WA	6324	-34.6228	117.6606	-34.6228;117.6606
Agent	Tjuntjuntjara	Tjuntunjara Community	KALGOORLIE	WA	6430	-29.341534	127.096706	-29.341534;127.096706
Agent	Paraburdoo	1 Ashburton Avenue	PARABURDOO	WA	6754	-23.1995	117.6648	-23.1995;117.6648
Agent	Marble Bar	Lot 11 Francis Street	MARBLE BAR	WA	6760	-21.171678	119.745203	-21.171678;119.745203
Agent	Cosmo Newberry	Cosmo Newberry Aboriginal Corporation	LAVERTON	WA	6440	-27.99435	122.897987	-27.99435;122.897987
Agent	Mulga Queen	Mulga Queen Community	LAVERTON	WA	6440	-27.556187	122.041438	-27.556187;122.041438
Agent	Collie	154-158 Forrest St	COLLIE	WA	6225	-33.357098	116.148508	-33.357098;116.148508
Agent	Mount Magnet	71 Hepburn Street	MOUNT MAGNET	WA	6638	-28.0625	117.8499	-28.0625;117.8499
Agent	Nullagine	39 Gallop Road	NULLAGINE	WA	6758	-21.888566	120.109554	-21.888566;120.109554
Agent	Menzies	Kensington St	MENZIES	WA	6436	-29.691244	121.031435	-29.691244;121.031435
Agent	Leonora	78 Tower Street	LEONORA	WA	6438	-28.884837	121.32463	-28.884837;121.32463
Agent	Cue	33 Robinson Street	CUE	WA	6640	-27.4201	117.895	-27.4201;117.895
Agent	Jigalong	Jigalong Community	NEWMAN	WA	6753	-23.35949	120.78458	-23.35949;120.78458
Agent	Boddington	20 Bannister Road	BODDINGTON	WA	6390	-32.8022	116.4751	-32.8022;116.4751
Agent	Margaret River	"Unit 5, 145 Bussell Highway"	MARGARET RIVER	WA	6285	-33.9523	115.0739	-33.9523;115.0739
Agent	Kunawarritji	Canning Stock Route	NEWMAN	WA	6753	-22.330124	124.725712	-22.330124;124.725712
Agent	Denham	10 Denham Road	DENHAM	WA	6537	-25.9286	113.5358	-25.9286;113.5358
Agent	Roebourne	46 Roe Street	ROEBOURNE	WA	6718	-20.77168	117.144138	-20.77168;117.144138
Agent	Manjimup	45 Rose St	MANJIMUP	WA	6258	-34.2398	116.1457	-34.2398;116.1457
Agent	Katanning	16 Albion Street	KATANNING	WA	6317	-33.669004	117.556224	-33.669004;117.556224
Agent	Wagin	46-48 Tudhoe Street	WAGIN	WA	6315	-33.308963	117.34327	-33.308963;117.34327
Agent	Gnowangerup	Yougenup Rd	GNOWANGERUP	WA	6335	-33.9371	118.0065	-33.9371;118.0065
Agent	Merredin	108 Barrack Street	MERREDIN	WA	6415	-31.4823	118.2811	-31.4823;118.2811
Agent	Narrogin	13 Clayton Street	NARROGIN	WA	6312	-32.9345	117.179	-32.9345;117.179
Agent	Punmu	Punmu Community	NEWMAN	WA	6753	-22.04453	123.124093	-22.04453;123.124093
Agent	Exmouth	12 Learmonth Street	EXMOUTH	WA	6707	-21.929	114.1236	-21.929;114.1236
Agent	Bridgetown	150 Hampton Street	BRIDGETOWN	WA	6255	-33.9567	116.1375	-33.9567;116.1375
Agent	Denmark	56 Strickland Street	DENMARK	WA	6333	-34.9602	117.3548	-34.9602;117.3548
Agent	Lancelin	117 Gingin Road	LANCELIN	WA	6044	-31.0191	115.3345	-31.0191;115.3345
Agent	Moora	72 Padbury St	MOORA	WA	6510	-30.6354	115.9953	-30.6354;115.9953
